Date,Close,High,Low,Open,Volume
2012-08-13,8.794382095336914,8.794382095336914,8.794382095336914,8.794382095336914,0
2012-08-14,8.794382095336914,8.794382095336914,8.794382095336914,8.794382095336914,0
2012-08-15,8.794382095336914,8.794382095336914,8.794382095336914,8.794382095336914,0
2012-08-16,8.794382095336914,8.794382095336914,8.794382095336914,8.794382095336914,0
2012-08-17,8.794382095336914,8.794382095336914,8.794382095336914,8.794382095336914,0
2012-08-20,8.794382095336914,8.794382095336914,8.794382095336914,8.794382095336914,0
2012-08-21,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,521
2012-08-22,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-08-23,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-08-24,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-08-27,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-08-28,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-08-29,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-08-30,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-08-31,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-04,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-05,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-06,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-07,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-10,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-11,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-12,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-13,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-14,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-17,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-18,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-19,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-20,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-21,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-24,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-25,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-26,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-27,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-09-28,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-10-01,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-10-02,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-10-03,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-10-04,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-10-05,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-10-08,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-10-09,9.494818687438965,9.494818687438965,9.494818687438965,9.494818687438965,0
2012-10-10,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,208
2012-10-11,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-10-12,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-10-15,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-10-16,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-10-17,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-10-18,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-10-19,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-10-22,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-10-23,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-10-24,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-10-25,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-10-26,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-10-31,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-11-01,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-11-02,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-11-05,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-11-06,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-11-07,9.845038414001465,9.845038414001465,9.845038414001465,9.845038414001465,0
2012-11-08,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,417
2012-11-09,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-12,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-13,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-14,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-15,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-16,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-19,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-20,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-21,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-23,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-26,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-27,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-28,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-29,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-11-30,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-03,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-04,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-05,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-06,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-07,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-10,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-11,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-12,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-13,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-14,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-17,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-18,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-19,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-20,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-21,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-24,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-26,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-27,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-28,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2012-12-31,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2013-01-02,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2013-01-03,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2013-01-04,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2013-01-07,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2013-01-08,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2013-01-09,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
2013-01-10,10.771172523498535,10.771172523498535,10.771172523498535,10.771172523498535,0
