Date,Adj Close,Close,High,Low,Open,Volume
2025-02-06,3.450000047683716,3.450000047683716,5.449999809265137,3.25,4.260000228881836,2828700
2025-02-07,1.75,1.75,3.8499999046325684,1.6299999952316284,3.4200000762939453,2863100
2025-02-10,1.4299999475479126,1.4299999475479126,1.5499999523162842,1.059999942779541,1.5399999618530273,4256900
2025-02-11,1.1200000047683716,1.1200000047683716,1.4500000476837158,0.8700000047683716,1.3200000524520874,1688900
2025-02-12,1.2000000476837158,1.2000000476837158,1.4500000476837158,1.1200000047683716,1.1399999856948853,1638200
2025-02-13,1.1299999952316284,1.1299999952316284,1.190000057220459,1.0199999809265137,1.1699999570846558,394400
2025-02-14,1.159999966621399,1.159999966621399,1.1799999475479126,0.949999988079071,1.1100000143051147,4472400
2025-02-18,1.2200000286102295,1.2200000286102295,1.2999999523162842,1.0399999618530273,1.062000036239624,990300
2025-02-19,1.149999976158142,1.149999976158142,1.2300000190734863,1.090000033378601,1.2300000190734863,521400
2025-02-20,1.159999966621399,1.159999966621399,1.1710000038146973,1.059999942779541,1.1100000143051147,332100
2025-02-21,1.0199999809265137,1.0199999809265137,1.149999976158142,0.9599999785423279,1.149999976158142,686400
2025-02-24,0.9399999976158142,0.9399999976158142,1.024999976158142,0.8849999904632568,0.9800000190734863,368700
2025-02-25,0.8899999856948853,0.8899999856948853,0.9340000152587891,0.7310000061988831,0.8999999761581421,708500
2025-02-26,0.9700000286102295,0.9700000286102295,1.0800000429153442,0.8209999799728394,0.8799999952316284,869600
2025-02-27,1.0,1.0,1.0700000524520874,0.9100000262260437,1.0700000524520874,567500
2025-02-28,0.9300000071525574,0.9300000071525574,1.0,0.8500000238418579,0.9800000190734863,474200
2025-03-03,0.8399999737739563,0.8399999737739563,0.9269999861717224,0.8100000023841858,0.8989999890327454,313400
2025-03-04,0.7799999713897705,0.7799999713897705,0.8600000143051147,0.7319999933242798,0.8199999928474426,354200
2025-03-05,0.9049999713897705,0.9049999713897705,0.9300000071525574,0.7799999713897705,0.7990000247955322,795000
2025-03-06,0.8529999852180481,0.8529999852180481,1.069000005722046,0.8199999928474426,0.949999988079071,1451800
2025-03-07,0.8399999737739563,0.8399999737739563,0.9490000009536743,0.8199999928474426,0.8199999928474426,361700
